ID;Text;Predict_Numpy_DNN;Predict_PyTorch_GRU
D2-130;Diamonds are formed deep within the Earth under extreme conditions of high pressure and temperature. These precious gemstones originate from carbon atoms located about 150 to 200 kilometers beneath the Earth's surface, within the mantle. The intense pressure and heat cause the carbon atoms to bond in a strong, crystalline structure, giving diamonds their exceptional hardness. The carbon-rich source material, often from ancient rocks and sediments, is subjected to tectonic forces, pushing it into the mantle. Over millions or even billions of years, these conditions transform the carbon into diamonds. This process is rare and slow, contributing to the gemstone's scarcity.;Google;Google
D2-131;X-ray diffraction is a technique used to determine the atomic and molecular structure of a crystal, where the crystalline atoms cause a beam of incident X-ray to diffract into many specific directions. This technique is based on the principle that the atoms in a crystal scatter X-rays, resulting in an interference pattern that can be used to determine the structure of the crystal. It has various applications in fields such as materials science, chemistry, and biology, including determining the structure of proteins, analyzing the composition of materials, and studying the properties of crystals and molecules.;Meta;Human
D2-132;X-ray diffraction (XRD) is a powerful nondestructive technique for characterizing crystalline materials. It provides information on structures, phases, preferred crystal orientations (texture), and other structural parameters, such as average grain size, crystallinity, strain, and crystal defects. X-ray diffraction peaks are produced by constructive interference of a monochromatic beam of X-rays scattered at specific angles from each set of lattice planes in a sample. The peak intensities are determined by the distribution of atoms within the lattice. Consequently, the X-ray diffraction pattern is the fingerprint of periodic atomic arrangements in a given material. Max von Laue and Co., in 1912, discovered that crystalline substances act as three-dimensional diffraction gratings for X-ray wavelengths similar to the spacing of planes in a crystal.;Human;Human
D2-133;X-ray diffraction is a powerful analytical technique that reveals the atomic and molecular structure of crystalline materials. When X-rays—electromagnetic waves with wavelengths similar to atomic spacing—strike a crystalline sample, they interact with the electron clouds of atoms arranged in regular patterns. This causes the X-rays to scatter in specific directions based on the crystal's internal structure. The scattered waves interfere with each other, creating characteristic diffraction patterns that scientists can record and analyze. Following Bragg's law (nλ = 2d sinθ), researchers calculate precise distances between atomic planes. This technique revolutionized science, enabling the determination of DNA's double helix structure and countless protein structures. ;Google;Google
D2-134;X-ray diffraction (XRD) is a technique used to analyze the atomic and molecular structure of crystalline materials. When an X-ray beam is directed at a crystal, the X-rays interact with the electron clouds of the atoms and are scattered in different directions. Due to the regular arrangement of atoms, these scattered X-rays produce interference patterns that follow Bragg’s law, allowing scientists to determine the crystal structure, atomic spacing, and phase composition of a material. XRD is widely used in materials science, chemistry, geology, and biology, especially for identifying minerals, studying metal alloys, and solving the structure of biological macromolecules like DNA and proteins.;OpenAI;Human
D2-135;X-ray diffraction (XRD) is a powerful non-destructive analytical technique used to reveal the internal structure of crystalline materials. X-rays directed at a sample are diffracted by the regularly spaced atoms within the crystal lattice, creating a unique pattern. Governed by Bragg's Law, this pattern serves as a precise fingerprint of the material's atomic arrangement. By analyzing the angles and intensities of these diffracted X-rays, scientists can determine crystal structure, lattice parameters, crystallite size, and identify different crystalline phases. Applications are broad, including material identification, quality control, mineral analysis, characterizing pharmaceutical compounds, and studying material stress.;Google;Human
D2-136;X-ray diffraction is a generic term for phenomena associated with changes in the direction of X-ray beams due to interactions with the electrons around atoms. It occurs due to elastic scattering, when there is no change in the energy of the waves. The resulting map of the directions of the X-rays far from the sample is called a diffraction pattern. It is different from X-ray crystallography which exploits X-ray diffraction to determine the arrangement of atoms in materials, and also has other components such as ways to map from experimental diffraction measurements to the positions of atoms. Many different types of X-ray sources exist, ranging from ones used in laboratories to higher brightness synchrotron light sources. ;Human;Human
D2-137;An x-ray diffraction unit is a device used in scientific research and analysis to determine the atomic and molecular structure of a material. It works by passing a beam of x-rays through a sample and measuring the resulting diffraction pattern. This pattern provides information about the arrangement of atoms or molecules in the sample, including their positions, orientations, and distances from each other. X-ray diffraction units are commonly used in various fields such as chemistry, materials science, geology, and biology to study the structure and properties of different substances. X-ray powder diffraction (XRD) is a rapid analytical technique primarily used for phase identification of a crystalline material and can provide information on unit cell dimensions.;OpenAI;Human
D2-138;Type I errors can be thought of as errors of commission, in which the status quo is erroneously rejected in favour of new, misleading information. Type II errors can be thought of as errors of omission, in which a misleading status quo is allowed to remain due to failures in identifying it as such. For example, if the assumption that people are innocent until proven guilty were taken as a null hypothesis, then proving an innocent person as guilty would constitute a Type I error, while failing to prove a guilty person as guilty would constitute a Type II error. If the null hypothesis were inverted, such that people were by default presumed to be guilty until proven innocent, then proving a guilty person's innocence would constitute a Type I error, while failing to prove an innocent person's innocence would constitute a Type II error. ;Human;Human
D2-139;Just like a judge's conclusion, an investigator's conclusion may be wrong. Sometimes, by chance alone, a sample is not representative of the population. Thus the results in the sample do not reflect reality in the population, and the random error leads to an erroneous inference. A type I error (false-positive) occurs if an investigator rejects a null hypothesis that is actually true in the population, a type II error (false-negative) occurs if the investigator fails to reject a null hypothesis that is actually false in the population. Although type I and type II errors can never be avoided entirely, the investigator can reduce their likelihood by increasing the sample size.;Human;Human
D2-140;In statistical hypothesis testing, Type I and Type II errors represent two distinct ways an incorrect conclusion can be drawn. A Type I error, often called a false positive, occurs when one incorrectly rejects a true null hypothesis. This means concluding there is a significant effect or difference when, in reality, none exists. The probability of committing a Type I error is denoted by alpha. Conversely, a Type II error, or a false negative, happens when one fails to reject a false null hypothesis. In this scenario, a real effect or difference is present, but the test fails to detect it. The probability of a Type II error is denoted by beta.;Human;Human
D2-141;Type I and type II errors are fundamental concepts in statistical hypothesis testing. The primary difference between the two lies in the nature of the error. A type I error occurs when a true null hypothesis is incorrectly rejected, resulting in a false positive. In contrast, a type II error happens when a false null hypothesis is failed to be rejected, leading to a false negative. Essentially, type I errors involve seeing an effect that isn't there, while type II errors involve missing an effect that is present, each having significant implications for decision-making and analysis;OpenAI;Human
D2-142;Whether is psychological research or testing a new cancer drug, a Type I and Type II error have the same meaning.With a Type I error, you conclude that something is different - but in truth, it isn’t. With a Type II error, you conclude that something is not different - but it really is. I’ll invent a fake psych experiment. Let’s say that you want to see if men and women respond differently to a movie scene and you ask them to rate their feelings on a scale of 1 to 10 where 1 is they hate it and 10 is they love it.;Human;Human
D2-143;In statistics, Type I and Type II errors occur in hypothesis testing. A Type I error happens when a true null hypothesis is incorrectly rejected, meaning a false positive result. For example, detecting an effect when none exists. The probability of this error is called alpha (α) and is usually set at 0.05 (5%). In contrast, a Type II error occurs when a false null hypothesis is not rejected, meaning a false negative result. This happens when an actual effect is missed. The probability of this error is called beta (β), and its complement (1 - β) represents statistical power. Reducing one type of error often increases the other, requiring a balance based on the context of the study.;Human;Human
D2-144;Charles Darwin’s visit to the Galápagos Islands in 1835 was crucial to the development of his theory of evolution by natural selection. During his voyage on the HMS Beagle, he observed that finches on different islands had distinct beak shapes suited to their specific diets. He also noted variations in tortoises, mockingbirds, and other species, which seemed to have adapted to their unique island environments. These observations led him to propose that species gradually change over time through natural selection, where individuals with traits best suited to their environment survive and reproduce. The Galápagos played a key role in shaping his ideas, which he later published in On the Origin of Species (1859).;OpenAI;OpenAI
D2-145;"Charles Darwin's visit to the Galapagos Islands played a crucial role in shaping his theory of natural selection. During his five-week stay, he observed unique species that had adapted to the islands' distinct environments. He noticed that these species, such as the giant tortoises and finches, had evolved differently from their mainland counterparts. This experience led Darwin to realize that species were not fixed, but rather, they evolved over time through a process of variation, mutation, and adaptation, laying the foundation for his groundbreaking theory of natural selection, which he published in his book ""On the Origin of Species"".";OpenAI;OpenAI
D2-146;Charles Darwin's historic visit to the Galápagos Islands in 1835 represents a landmark in the annals of science. But contrary to the legend long surrounding Darwin's famous Galápagos visit, he continued to believe that species were immutable for nearly a year and a half after leaving these islands. This delay in Darwin's evolutionary appreciation of the Galápagos evidence is largely owing to numerous misconceptions that he entertained about the islands, and their unique organic inhabitants, during the Beagle voyage. For example, Darwin mistakenly thought that the Galápagos tortoise–adult specimens of which he did not collect for scientific purposes–was not native to these islands. ;OpenAI;Human
D2-147;The Galápagos Islands (Spanish: Islas Galápagos) are an archipelago of volcanic islands in the Eastern Pacific, located around the equator, 900 km (560 mi) west of the mainland of South America. They form the Galápagos Province of the Republic of Ecuador, with a population of slightly over 33,000 (2020). The province is divided into the cantons of San Cristóbal, Santa Cruz, and Isabela, the three most populated islands in the chain. The Galápagos are famous for their large number of endemic species, which were studied by Charles Darwin in the 1830s and inspired his theory of evolution by means of natural selection. ;Human;Human
D2-148;The Galapagos Islands played a pivotal role in the development of Darwin's evolutionary theory despite his brief five-week visit in 1835. On these isolated volcanic islands, Darwin encountered unique wildlife that had evolved in remarkable ways, inspiring his groundbreaking work He observed that similar species on neighboring islands displayed distinct adaptations - particularly notable among finches, tortoises and mockingbirds. Darwin was struck by how these animals, despite developing in isolation from mainland relatives, had specialized to exploit different ecological niches on islands with nearly identical environments These observations provided crucial evidence for his theory of natural selection, which he described as allowing the strongest to live and the weakest die.;OpenAI;Human
D2-149;The Galapagos’ natural environment was substantially different than most of South America (drier, more volcanic etc). But more importantly, the Galapagos islands were much less biodiverse. There were no mammalian carnivores, no ungulates, etc.Thus the Galapagos “finches” could evolve into niches that on the mainland would have been grabbed up by other birds (woodpeckers, warblers, seedeaters). Thus surfing iguanas (my next band’s name) could evolve. OK the iguanas don’t actually surf, but they hang out in the surf. The Galapagos are a microcosm of the greater web of life. A natural lab for evolution, less obscured by the tapestry of one million species gyrating across the South American landscape.;Human;Human
D2-150;Charles Darwin's pivotal visit to the Galapagos Islands in 1835, aboard the HMS Beagle, profoundly shaped his revolutionary theory of natural selection. What struck Darwin most was the remarkable biodiversity and, critically, the subtle variations among species inhabiting different islands within the archipelago. He observed giant tortoises with distinct shell shapes adapted to their island's vegetation, and famously, finches with beaks uniquely suited to local food sources – some for cracking nuts, others for probing for insects. These variations provided compelling evidence that species were not static but had adapted over generations to their specific environments. ;Google;Human
D3-1;"Beneath every forest floor lies an invisible internet. Fungal mycelium — networks of thread-like filaments called hyphae — weave through the soil connecting trees and plants across vast areas. Through these channels, trees exchange nutrients, water, and even chemical warning signals. A Douglas fir under attack by insects can alert its neighbours, which then ramp up their own chemical defences in response. This ""wood wide web"" challenges our notion of forests as collections of competing individuals. They behave more like cooperative networks, with older ""hub"" trees acting as nodes, routing resources toward younger, struggling seedlings.";Google;OpenAI
D3-2;Mycelia are vital in terrestrial and aquatic ecosystems for their role in the decomposition of plant material. They contribute to the organic fraction of soil, and their growth releases carbon dioxide back into the atmosphere (see carbon cycle). Ectomycorrhizal extramatrical mycelium, as well as the mycelium of arbuscular mycorrhizal fungi, increase the efficiency of water and nutrient absorption of most plants and confers resistance to some plant pathogens. Mycelium is an important food source for many soil invertebrates. They are vital to agriculture and are important to almost all species of plants, many species co-evolving with the fungi. Mycelium is a primary factor in some plants' health, nutrient intake and growth, with mycelium being a major factor to plant fitness.;Human;Human
D3-3;Fungal mycelium represents the intricate, hidden network of thread-like structures called hyphae, forming the primary vegetative body of most fungi. This vast subterranean or substrate-bound web is a master of nutrient acquisition, secreting powerful enzymes to break down complex organic matter into absorbable compounds. Through this remarkable process, mycelia play a critical role as Earth's primary decomposers, recycling essential nutrients back into ecosystems. Beyond decomposition, they are fundamental to various symbiotic relationships, most notably mycorrhizae, extending plant root systems and enhancing water and mineral uptake. Visible fruiting bodies, like mushrooms, are merely ephemeral reproductive structures emerging from the true, persistent heart of the fungal organism—the mycelium—a silent, industrious architect.;Google;Google
D3-4;Fungal mycelium is a vast network of tiny, branching fibers that make up the vegetative part of a fungus. It's a complex system that allows the fungus to break down and absorb nutrients from its surroundings. As the mycelium grows, it can cover large areas, forming a intricate web-like structure that's incredibly resilient. This network enables the fungus to efficiently gather nutrients, while also playing a crucial role in decomposing organic matter and recycling nutrients in ecosystems, ultimately contributing to the health and biodiversity of the environment it inhabits and helping to support the growth of other organisms.;Google;OpenAI
D3-5;Fungal mycelium is the vegetative network of fine, branching hyphae that permeates substrates such as soil, wood, or living tissues. This structure maximizes surface area, enabling efficient absorption of water and nutrients through extracellular digestion. Mycelia play crucial ecological roles as decomposers, breaking down complex organic matter like lignin and cellulose, and as symbionts, notably in mycorrhizal associations with plants that enhance nutrient exchange. Their growth is highly adaptive, responding to environmental gradients and resource availability. Beyond ecology, mycelium is gaining attention in biotechnology for applications ranging from biodegradable materials to bioremediation, reflecting its remarkable versatility and functional efficiency.;Google;OpenAI
D3-6;The characteristic growth pattern of fungal mycelia as an interconnected network has a major impact on how cellular events operating on a micron scale affect colony behavior at an ecological scale. Network structure is intimately linked to flows of resources across the network that in turn modify the network architecture itself. This complex interplay shapes the incredibly plastic behavior of fungi and allows them to cope with patchy, ephemeral resources, competition, damage, and predation in a manner completely different from multicellular plants or animals. Here, we try to link network structure with impact on resource movement at different scales of organization to understand the benefits and challenges of organisms that grow as connected networks.;OpenAI;Human
D3-7;Tardigrades are microscopic animals that survive a remarkable array of stresses, including desiccation. How tardigrades survive desiccation has remained a mystery for more than 250 years. Trehalose, a disaccharide essential for several organisms to survive drying, is detected at low levels or not at all in some tardigrade species, indicating that tardigrades possess potentially novel mechanisms for surviving desiccation. Here we show that tardigrade-specific intrinsically disordered proteins (TDPs) are essential for desiccation tolerance. TDP genes are constitutively expressed at high levels or induced during desiccation in multiple tardigrade species. TDPs are required for tardigrade desiccation tolerance, and these genes are sufficient to increase desiccation tolerance when expressed in heterologous systems.;Human;Human
D3-8;"Tardigrades — nicknamed ""water bears"" — are microscopic animals barely half a millimetre long, yet they are arguably the most resilient creatures on Earth. When conditions turn hostile, they enter a state called cryptobiosis: they expel nearly all water from their bodies, retract their limbs, and essentially shut down all metabolic activity. In this dried-out form, called a tun, they can survive temperatures from -270°C to 150°C, intense radiation, the vacuum of outer space, and pressures six times greater than the deepest ocean trenches. When water returns, they rehydrate and walk away as if nothing happened.";Human;Human
D3-9;Tardigrades, often called “water bears,” are microscopic invertebrates belonging to the phylum Tardigrada. They typically measure less than a millimeter and inhabit diverse environments, from deep oceans to moss and lichens. Their most remarkable feature is their ability to survive extreme conditions through a state called cryptobiosis, where metabolic activity nearly stops. In this form, they can endure intense radiation, desiccation, freezing, and even the vacuum of space. When favorable conditions return, they rehydrate and resume normal activity. Tardigrades feed on plant cells, algae, or small invertebrates, and their resilience makes them important models in studies of stress tolerance and astrobiology.;Google;Google
D3-10;Tardigrades are usually about 0.5 mm (0.02 in) long when fully grown. They are short and plump, with four pairs of legs, each ending in claws (usually four to eight) or sticky pads. Tardigrades are prevalent in mosses and lichens and can readily be collected and viewed under a low-power microscope, making them accessible to students and amateur scientists. Their clumsy crawling and their well-known ability to survive extreme conditions have brought them into science fiction and popular culture including items of clothing, statues, soft toys and crochet patterns.;OpenAI;OpenAI
D3-11;Tardigrades, also known as water bears, are tiny eight-legged micro-animals that are found in water environments around the world. They are incredibly resilient and can survive in extreme conditions, such as high temperatures, freezing temperatures, and even the vacuum of space. Tardigrades have a unique physiology that allows them to enter a state of dormancy called cryptobiosis, in which they become desiccated and their metabolic processes come to a halt, allowing them to withstand extreme conditions. This ability makes them one of the most fascinating and indestructible creatures on the planet, with a range of interesting applications.;OpenAI;OpenAI
D3-12;Tardigrades, widely known as water bears or moss piglets, are a captivating group of microscopic invertebrates celebrated for their extraordinary resilience. These tiny, eight-legged creatures, typically less than a millimeter long, inhabit diverse environments across the globe, from the frigid poles to scorching deserts, and even the vacuum of space. What sets them apart is their remarkable ability to enter a state of suspended animation called cryptobiosis, allowing them to survive conditions lethal to nearly all other life forms. They can endure extreme temperatures, intense radiation, immense pressure, and prolonged periods of dehydration by retracting their limbs and slowing their metabolism to almost undetectable levels. This unique survival mechanism makes them a fascinating subject for scientific research.;Google;Google
D3-13;CRISPR-based genome editing has transformed modern biology by enabling precise, efficient modification of DNA sequences in living organisms. Derived from a natural defense system in bacteria, CRISPR-Cas9 uses a guide RNA to target specific genomic regions, where the Cas9 enzyme introduces double-strand breaks. Cellular repair mechanisms then allow insertion, deletion, or correction of genetic material. This technology has accelerated research in functional genomics, disease modeling, and biotechnology. It also holds therapeutic promise for treating genetic disorders, although challenges such as off-target effects and ethical considerations remain significant areas of ongoing investigation.;Google;Human
D3-14;CRISPR, or Clustered Regularly Interspaced Short Palindromic Repeats, is a revolutionary gene-editing tool that allows scientists to precisely edit DNA sequences. It works by locating a specific sequence of DNA and cutting it, enabling the insertion or removal of genetic material. This technology is important because it has the potential to treat genetic diseases by correcting inherited disorders. Additionally, CRISPR can be used to improve crop yields, develop novel therapies, and advance our understanding of genetics and biology, making it a groundbreaking discovery with far-reaching implications for various fields, including medicine and agriculture, ultimately improving human lives.;Google;OpenAI
D3-15;CRISPR-Cas9 is a gene-editing technology adapted from a bacterial immune system. Naturally, bacteria employ CRISPR to remember and destroy invading viruses: a guide RNA directs the Cas9 enzyme to cut specific viral DNA. Scientists have harnessed this precise mechanism, designing custom guide RNAs to target and cut DNA at virtually any desired location within an organism's genome. Its profound importance lies in its ability to accurately edit genes in humans, animals, and plants. This allows for correcting disease-causing mutations, developing pest-resistant crops, and accelerating fundamental biological research. CRISPR is therefore a powerful tool with immense therapeutic and agricultural potential.;Google;Human
D3-16;The FDA is NOT interested whatsoever in approving lifestyle CRISPR therapies. If any company receives approval in my lifetime for changing the eye color of humans, for example, I would be shocked. The beauty of CRISPR currently is how widely it is used in life sciences research . CRISPR has transformed the way we make knockout/knockdown model organisms in the lab. You can inject the CRISPR machinery into one-cell stage Zebrafish and yield a knockdown mutant embryo within 50 hours. There are methods to generate mutant mouse embryos in one month. Ten years ago, generating the same mouse would have likely taken over a year. It is rather incredible.;Human;Human
D3-17;"Cas9 (or ""CRISPR-associated protein 9"") is an enzyme that uses CRISPR sequences as a guide to recognize and open up specific strands of DNA that are complementary to the CRISPR sequence. Cas9 enzymes together with CRISPR sequences form the basis of a technology known as CRISPR-Cas9 that can be used to edit genes within living organisms. This editing process has a wide variety of applications including basic biological research, development of biotechnological products, and treatment of diseases. The development of the CRISPR-Cas9 genome editing technique was recognized by the Nobel Prize in Chemistry in 2020 awarded to Emmanuelle Charpentier and Jennifer Doudna";Human;Human
D3-18;"CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) is a gene-editing technology derived from a natural defence mechanism found in bacteria. When viruses attack bacteria, the bacteria capture snippets of the virus's DNA and store them in their own genome as ""memories."" If the same virus attacks again, the bacteria deploy a protein called Cas9 — guided by a matching RNA sequence — to locate and cut the virus's DNA with remarkable precision. Scientists repurposed this system into a tool for editing any genome with unprecedented accuracy, speed, and cheapness compared to earlier techniques.";Human;Human
D3-19;Why only satisfy with diamonds? Let’s search for other gems in the space. And the HAT-P-7b is the perfect planet if you want beautiful red & blue gemstones from the space. HAT-P-7b is located in the Cygnus constellation, about 1000 light years away from Earth. On the night side of this exoplanet high precipitation of aluminium oxide(corundum) found in the atmosphere. Because corundum gems are rubies & sapphires, one can describe the hypothetical weather on the planet's night side as 'raining rubies & sapphires'. The planet also suffers from violent storms, so it’s likely that these rubies and sapphires are scattered planet-wide.;Human;Human
D3-20;"Exoplanets, worlds orbiting stars beyond our Sun, have revolutionized our understanding of planetary systems. Over 5,000 have now been confirmed, showcasing an incredible diversity, from ""super-Earths"" to ""hot Jupiters"" and even diamond worlds. These distant worlds are primarily detected through two ingenious methods: the transit method, where a planet briefly dims its star's light as it passes in front, and the radial velocity method, observing the star's tiny wobble caused by the planet's gravitational pull. The sheer abundance of exoplanets fuels the ongoing quest for extraterrestrial life, as scientists actively search for biosignatures in their atmospheres, bringing us closer to answering the age-old question: are we alone in the universe?";Google;Human
D3-21;"There are many methods of detecting exoplanets. Transit photometry and Doppler spectroscopy have found the most, but these methods suffer from a clear observational bias favoring the detection of planets near the star; thus, 85% of the exoplanets detected are inside the tidal locking zone. About 1 in 5 Sun-like stars are estimated to have an ""Earth-sized"" planet in the habitable zone. Assuming there are 200 billion stars in the Milky Way, it can be hypothesized that there are 11 billion potentially habitable Earth-sized planets in the Milky Way, rising to 40 billion if planets orbiting the numerous red dwarfs are included";Human;Human
D3-22;Exoplanets are planets that orbit stars beyond our Solar System. They were first confirmed in the 1990s, and thousands have since been discovered, revealing a surprising diversity in size, composition, and orbital behavior. Many are detected using methods such as the transit method, where a planet passes in front of its star and slightly dims its light, or the radial velocity technique, which measures stellar wobble. Some exoplanets lie in habitable zones where liquid water might exist. Studying them helps scientists understand planetary formation, evolution, and the potential for life beyond Earth.;OpenAI;OpenAI
D3-23;Exoplanets are planets that orbit stars other than our Sun. For most of human history their existence was purely theoretical — stars are so distant and planets so dim that detecting them directly is extraordinarily difficult. The first confirmed detection came in 1992, and since then, particularly following the launch of NASA's Kepler space telescope in 2009, the count has exploded to over 5,500 confirmed exoplanets, with thousands more candidates awaiting confirmation. Since you can't usually see them directly, astronomers rely on indirect detection methods.;Human;Human
D3-24;Genetics is the branch of biology concerned with heredity — how traits are passed from parents to offspring — and the structure and function of genes. At its core sits DNA, a long molecule encoding instructions for building and running living organisms. These instructions are organised into genes, which are read and translated into proteins that carry out virtually every biological function. Genetics spans several scales: classical genetics studies inheritance patterns across generations, molecular genetics examines DNA at the chemical level, and population genetics tracks how gene frequencies shift across species over time. Since the sequencing of the human genome in 2003, the field has accelerated dramatically, underpinning modern medicine, evolutionary biology, and biotechnology.;Human;Human
D3-25;"Genetics is the study of genes, genetic variation, and heredity in organisms. It is an important branch in biology because heredity is vital to organisms' evolution. Gregor Mendel, a Moravian Augustinian friar working in the 19th century in Brno, was the first to study genetics scientifically. Mendel studied ""trait inheritance"", patterns in the way traits are handed down from parents to offspring over time. He observed that organisms (pea plants) inherit traits by way of discrete ""units of inheritance"". This term, still used today, is a somewhat ambiguous definition of what is referred to as a gene.";Human;Human
D3-26;Genetics is a fascinating scientific topic that deals with heredity and variation. It explains how organisms pass on traits to their offspring through genes, which are units of heredity. The study of genetics has led to a deeper understanding of how living organisms function and has numerous applications in fields such as medicine and agriculture. By analyzing DNA, scientists can identify genetic disorders and develop targeted treatments. Additionally, genetics has revolutionized our understanding of evolution and the diversity of life on Earth, allowing us to better appreciate the complexity and beauty of the natural world around us constantly.;OpenAI;Meta
D3-27;Bioluminescence is a fascinating phenomenon where living organisms produce their own light, often as a result of a chemical reaction within their bodies. This unique ability can be found in various creatures such as fireflies, glowworms, and certain types of plankton. Bioluminescence serves different purposes, including attracting prey, communicating with other organisms, and defense mechanisms. The production of light is typically a result of a reaction between a molecule called luciferin and an enzyme called luciferase, which leads to the emission of light energy. This natural light production has captivated humans for centuries, inspiring scientific research and wonder.;Meta;Meta
D3-28;"There is an increasing need for versatile yet sensitive labels, posed by the demands for low detection in bioanalysis. Bioluminescent proteins have many desirable characteristics, including the ability to be detected at extremely low concentrations; no background interference from autofluorescent compounds present in samples; and compatibility with many miniaturized platforms, such as lab-on-a-chip and lab-on-a-CD systems. Bioluminescent proteins have found a plethora of analytical applications in intracellular monitoring, genetic regulation and detection, immuno- and binding assays, and whole-cell biosensors, among others. As new bioluminescent organisms are discovered and new bioluminescence proteins are characterized, use of these proteins will continue to dramatically improve our understanding of molecular and cellular events.";Human;Human
D3-29;Bioluminescence is the production and emission of light by living organisms through biochemical reactions. It commonly involves the molecule luciferin reacting with oxygen, catalyzed by the enzyme luciferase, producing light with minimal heat. This phenomenon occurs in diverse organisms, including marine animals, fungi, and some insects such as fireflies. Bioluminescence serves various ecological functions, including communication, predation, camouflage, and defense. In the deep ocean, where sunlight does not penetrate, it is especially widespread. Beyond nature, it has important applications in biotechnology and molecular biology, where it is used as a sensitive reporter for gene expression and cellular processes.;Google;Google
D3-30;"Bioluminescence, the fascinating phenomenon where living organisms produce and emit light, is a true marvel. This ""living light"" isn't heat-based but results from a chemical reaction, typically involving a light-emitting molecule called luciferin and an enzyme, luciferase, which catalyzes the oxidation. This intricate process allows diverse creatures, from the familiar firefly to the enigmatic deep-sea anglerfish and certain fungi, to glow. Its functions are incredibly varied, serving critical roles in survival and reproduction. Organisms employ bioluminescence for attracting mates, luring prey, or even as a defensive mechanism, perhaps by startling predators or creating a ""burglar alarm"" effect. The widespread nature of this biological magic across different ecosystems continuously inspires awe and scientific inquiry.";Google;Google
D3-31;Bioluminescence is the organic creation of light through a chemical reaction, or through symbiotic relation with luminous bacteria. In essence, creatures like squid can activate chemicals in their bodies that function in much the same way that glow sticks function. Some other creatures, like the vaunted “angler fish,” harness bacteria that light up, and contain it within a dangling “bulb.” Creatures use bioluminescence to defend themselves, to hunt, to mate, and to communicate. Biofluorescence on the other hand, is the absorption and transfer (or reflection) of light.;OpenAI;OpenAI
D3-32;Bioluminescence is the production of light by living organisms through chemical reactions. Found in deep-sea fish, fireflies, fungi, and certain bacteria, it occurs when a molecule called luciferin reacts with oxygen, catalysed by an enzyme called luciferase, releasing energy as light rather than heat. In the ocean's pitch-black depths, where sunlight never reaches, bioluminescence serves as camouflage, predator attraction, and communication. Remarkably, it has evolved independently at least 40 separate times across the tree of life. Scientists have harnessed the luciferase gene as a biological marker, inserting it into cells to make specific proteins or processes literally glow under a microscope.;OpenAI;Meta
D3-33;Photosynthesis is a fundamental biological process in plant biology by which plants, algae, and some bacteria convert light energy into chemical energy. Using carbon dioxide and water, and powered by sunlight captured by chlorophyll, organisms produce glucose and release oxygen as a byproduct. This process occurs in specialized cellular structures called chloroplasts and underpins most life on Earth by forming the base of food webs. Photosynthesis also plays a central role in regulating atmospheric carbon dioxide levels, thereby influencing global climate and sustaining aerobic life through continuous oxygen production.;OpenAI;OpenAI
D3-34;Photosynthesis is the process by which plants, algae, and some bacteria convert light energy from the sun into chemical energy. This process occurs in specialized organelles called chloroplasts, which contain pigments such as chlorophyll that absorb light energy. The energy from light is used to drive a series of reactions that convert carbon dioxide and water into glucose and oxygen. This glucose serves as a source of energy and building block for the organism, while oxygen is released into the atmosphere as a byproduct, supporting life on Earth. It's a vital process for life and our ecosystem.;Meta;OpenAI
D3-35;"Some organisms also perform anoxygenic photosynthesis, which does not produce oxygen. Some bacteria (e.g. purple bacteria) use bacteriochlorophyll to split hydrogen sulfide as a reductant instead of water, releasing sulfur instead of oxygen, which was a dominant form of photosynthesis in the euxinic Canfield oceans during the Boring Billion. Archaea such as Halobacterium also perform a type of non-carbon-fixing anoxygenic photosynthesis, where the simpler photopigment retinal and its microbial rhodopsin derivatives are used to absorb green light and produce a proton (hydron) gradient across the cell membrane, and the subsequent ion movement powers transmembrane proton pumps to directly synthesize adenosine triphosphate (ATP), the ""energy currency"" of cells. ";Human;Human
D3-36;Photosynthesis is a fundamental biochemical process primarily performed by plants, algae, and some bacteria, converting light energy into chemical energy. This vital reaction takes place within specialized organelles called chloroplasts, which contain the green pigment chlorophyll. During photosynthesis, these organisms absorb carbon dioxide from the atmosphere and water from their environment. Utilizing the energy from absorbed sunlight, they chemically transform these raw materials into glucose, a sugar that serves as their primary source of energy and building blocks for growth. As a crucial byproduct of this conversion, oxygen is released into the atmosphere. This process is indispensable for life on Earth, forming the base of most food chains and maintaining the oxygen levels necessary for the respiration of countless organisms.;Google;Google
D3-37;"Photosynthesis is the process by which plants, algae, and some bacteria convert sunlight into chemical energy in the form of glucose. It occurs primarily in chloroplasts — organelles containing the green pigment chlorophyll, which absorbs light most efficiently in the red and blue wavelengths, reflecting green (hence why plants appear green). The process has two stages: the light-dependent reactions, which capture solar energy and split water molecules, releasing oxygen as a byproduct; and the Calvin cycle, which uses that captured energy to convert carbon dioxide from the air into glucose. This glucose fuels the plant's growth and, through the food chain, ultimately powers nearly all life on Earth.";OpenAI;OpenAI
D3-38;Artificial intelligence continues its rapid evolution, moving beyond specialized applications into pervasive integration across our daily lives. We see its silent influence in personalized recommendations for entertainment and shopping, in the sophisticated algorithms powering navigation apps, and even in predictive text features on our smartphones. The current frontier involves making AI more contextually aware and capable of processing multimodal information, combining vision, audio, and text seamlessly. This promises a future where technology anticipates our needs more intuitively, streamlining complex tasks and freeing up human cognitive load. While challenges like data privacy and ethical considerations remain paramount, the trajectory points towards an increasingly intelligent and responsive environment, fundamentally reshaping how we interact with the digital and physical world.;Google;Google
